,dataset,gameweek,position,linear_regression_mae,ridge_regression_mae,lasso_regression_mae,random_forest_mae,random_forest_v2_mae
257,training,13,forward,2.629179678937081,2.56859692133209,2.577515784509862,2.362736673740022,2.3565079932955717
258,training,13,goalkeeper,2.8471069191193212,2.7660215061647166,2.8071791703517066,2.2086711261643557,2.188462990407118
259,training,13,midfielder,1.9721028444938251,1.975215159411549,1.9686993684724563,1.7492073595372963,1.7382931423250811
260,training,14,defender,1.6634846270005863,1.6331744669279658,1.6380181398942828,2.0230530077161424,2.0152151636383495
261,training,14,forward,2.5916826258581143,2.539502376221123,2.5527613278389847,2.3433368115945368,2.3358047040698997
262,training,14,goalkeeper,2.7731180449424926,2.7673865949281167,2.782656256755687,2.2353745817948427,2.253032627923919
263,training,14,midfielder,1.9493379599983893,1.9521867225754277,1.9614210812827522,1.724467065493379,1.7264392395564678
264,training,15,defender,1.6358753894381526,1.60893500301308,1.607379379587412,2.015528614372747,2.013014133445433
265,training,15,forward,2.59793861052311,2.5497350757900445,2.5769091344170083,2.343301804546316,2.337271863768364
266,training,15,goalkeeper,2.7625016975949768,2.7236988211428335,2.7447338344522176,2.1621887363667858,2.1387495182152025
267,training,15,midfielder,1.935640903210255,1.9385854929264807,1.9368371863988019,1.7245988394637812,1.725046848531617
268,training,16,defender,1.6400731497303072,1.6170895188641212,1.6145612617406881,2.0244558960239134,2.0175361836353907
269,training,16,forward,2.51813449274482,2.4645847552093576,2.484324466318873,2.2998908698942273,2.285370765757375
270,training,16,goalkeeper,2.7600852750696303,2.74274214952257,2.7699721340772387,2.1497784997472262,2.1266593130042803
271,training,16,midfielder,1.9248285015640407,1.9267753464312911,1.9252261005585762,1.7138704647732346,1.7103757128897894
272,training,17,defender,1.6646177253179963,1.6420956172830208,1.650018084172516,2.051632928830123,2.0669878443695935
273,training,17,forward,2.4427838591729207,2.389624827981731,2.4154589465532625,2.231766678146995,2.267890495078663
274,training,17,goalkeeper,2.848643160857978,2.812557982264719,2.804036630119833,2.18706043341564,2.204916480606946
275,training,17,midfielder,1.9016042543831386,1.9029422671951532,1.9019795006679308,1.6874295303917095,1.707290878174922
276,training,18,defender,1.6901590364357513,1.6595433965586972,1.6661320701876825,2.0496106134420926,2.0449721402520384
277,training,18,forward,2.4395218548205326,2.370483436797625,2.3833904670754875,2.226407406685031,2.213788229408143
278,training,18,goalkeeper,2.7905746030689103,2.769889619538081,2.777007306336149,2.150672949635901,2.1449342249664887
279,training,18,midfielder,1.9106147479388556,1.9149165054715582,1.9115169129221343,1.694425802596155,1.6919386275256
280,training,19,defender,1.7003811366645036,1.6701701292035966,1.6839001566833796,2.049166882430536,2.050911445477892
281,training,19,forward,2.3567076621200345,2.3063045996983504,2.3174998113587035,2.1695989056387557,2.195670090388344
282,training,19,goalkeeper,2.8149374949525603,2.795029486293716,2.799362955148579,2.1598712175751165,2.1480692978729965
283,training,19,midfielder,1.8965908425870794,1.9011795752852794,1.9108894606204163,1.6768675756653066,1.6854859841901475
284,training,20,defender,1.733343381680065,1.707390654984759,1.7050804229417647,2.0594655866456075,2.060367644558067
285,training,20,forward,2.294597410029172,2.2589395974611035,2.258747714071607,2.106113079304451,2.128479668602412
286,training,20,goalkeeper,2.8116787965432937,2.7848454633298045,2.7810800198641075,2.1617735161058254,2.1660813694670282
287,training,20,midfielder,1.9001745418481821,1.9019827756193306,1.9060018263344998,1.6750372211192297,1.6789253735581384
288,training,21,defender,1.7279827660992446,1.7013505268289535,1.6978400373707996,2.045900369678773,2.049548775704841
289,training,21,forward,2.2510266606775033,2.2191869252324983,2.22707939565662,2.075226406877531,2.079889197059591
290,training,21,goalkeeper,2.775714775487749,2.737695019042585,2.7320145050166293,2.1258518278485075,2.1328752219658482
291,training,21,midfielder,1.9102377742909509,1.9071968099803607,1.9171209913894391,1.6758475399370059,1.6756247452671786
292,training,22,defender,1.7297804650686865,1.7068848962717653,1.7006702655229275,2.051255094587402,2.0486960476481717
293,training,22,forward,2.230169981354758,2.190665293179188,2.20057709042606,2.062490797336681,2.060631467851461
294,training,22,goalkeeper,2.783201030534693,2.734599304688681,2.7264700093644194,2.1250799433914755,2.104975651743461
295,training,22,midfielder,1.8940773970977502,1.894787870866279,1.9010876455261736,1.6602766012186119,1.6606013776893627
296,training,23,defender,1.6281561214038613,1.612650704768102,1.6081778091686774,2.034992152011788,2.033908869279074
297,training,23,forward,2.225428745111731,2.187404450137004,2.2038169509822785,2.048465980969663,2.0571203932836113
298,training,23,goalkeeper,2.7315105744364683,2.6857791815879,2.6745897381351726,2.078082388149921,2.066310266237836
299,training,23,midfielder,1.888200899374712,1.8892432354236692,1.895544603334131,1.666641502682091,1.6652794403573832
300,training,24,defender,1.625810716492826,1.6113328894222918,1.6051281112440297,2.0257315852665396,2.024740815791676
301,training,24,forward,2.2005082240883205,2.161032030109102,2.177697785653488,2.02072588799647,2.026585875322358
302,training,24,goalkeeper,2.6887429472125604,2.6645027898130866,2.651836388872552,2.077518727173405,2.0673515066153314
303,training,24,midfielder,1.8802676122499886,1.8805770338035825,1.8882891768997003,1.6638770209156086,1.666365634787557
304,training,25,defender,1.6273241758154033,1.613428731331035,1.6083626495505818,2.033069469750135,2.032502543950266
305,training,25,forward,2.172946970815326,2.13578189636747,2.149583379561529,2.01222362073719,2.0255223423273114
306,training,25,goalkeeper,2.660497759633319,2.642361155595809,2.6341642117310657,2.078520476771026,2.074319652821214
307,training,25,midfielder,1.8814349752060675,1.8784795586765566,1.8841937700201246,1.664162835562422,1.668165766569635
308,training,26,defender,1.6207032411070115,1.6106881605863939,1.602081088850716,2.0178569682167367,2.015740451651805
309,training,26,forward,2.1259229418034624,2.0954821615391124,2.10200422926123,1.992521247485085,1.9980328348846288
310,training,26,goalkeeper,2.661337097438603,2.636775915456541,2.622387556314205,2.069146502663563,2.0631220237993073
311,training,26,midfielder,1.8712433365872154,1.8699413199706105,1.8762730768053053,1.659207179154443,1.6560287138215763
312,training,27,defender,1.6458918537128362,1.635477955934263,1.6281197434408439,2.045511184161645,2.0484442734491535
313,training,27,forward,2.072522091236954,2.043466733846514,2.050731770338713,1.9443314738837276,1.9446832685975235
314,training,27,goalkeeper,2.6740282180388424,2.6620866548849422,2.6450237750885672,2.1033604711326035,2.0898357360968696
315,training,27,midfielder,1.8542733696517373,1.8533536893803486,1.8603385904630432,1.6435650756370748,1.6515027838622809
316,training,28,defender,1.652542368179784,1.6473350972021659,1.6381466951871522,2.060923130469358,2.0602061481933265
317,training,28,forward,2.0553259252324474,2.024635850254185,2.0288234523819924,1.9258335266529398,1.929563771878216
318,training,28,goalkeeper,2.6675482172318072,2.65747737884365,2.636000597379251,2.1223293521241406,2.111760692986605
319,training,28,midfielder,1.854131979519241,1.8520474493800145,1.858018410751573,1.6465522856836532,1.6487454457880373
320,training,29,defender,1.6526212672711535,1.6478633511842582,1.6384601145770523,2.057107864350449,2.058427288100227
321,training,29,forward,2.0467940408602328,2.016924319036689,2.018696956051689,1.92859294603519,1.940686239526319
322,training,29,goalkeeper,2.6567047529689245,2.647885791984239,2.627429946707638,2.1280131416018864,2.1132364535472807
323,training,29,midfielder,1.838672600414966,1.8387860105795248,1.8448321882187744,1.635138581143182,1.639675701223797
324,training,30,defender,1.6459356583972118,1.6405674503393954,1.6304563680276007,2.0546659355297585,2.050377397580002
325,training,30,forward,2.05619118858072,2.0283473835528483,2.0310026219869663,1.947769345217834,1.945256436128984
326,training,30,goalkeeper,2.6289047533070464,2.6301999293178606,2.609244683526688,2.1175009889849323,2.1065412577125806
327,training,30,midfielder,1.8389806651462777,1.8396226563443154,1.8456827295091234,1.634960237150462,1.6357335610088009
328,training,31,defender,1.616204677896909,1.6091271404811651,1.6014730919698132,2.0301335887849743,2.028145257153373
329,training,31,forward,2.0743641248798474,2.0441328010602735,2.0460157326326796,1.969258503633885,1.9730163313556104
330,training,31,goalkeeper,2.586270701261518,2.580575405572536,2.565625703115364,2.077344139685627,2.0657046122637706
331,training,31,midfielder,1.8441830330917797,1.8461945870028458,1.850811264192186,1.6467927739853903,1.6502007233989848
332,training,32,defender,1.6103218434814066,1.6034245348576812,1.5926922162268289,2.0242518761370567,2.0180633584362355
333,training,32,forward,2.0700707996804146,2.0437752891232503,2.0529149055294496,1.9849364156354132,1.9880172825439175
334,training,32,goalkeeper,2.5783581468005683,2.573510789251521,2.5585534591427246,2.0969478224578557,2.087504118862051
335,training,32,midfielder,1.8514757029442999,1.8541002684329195,1.8585530317278394,1.6521277897689508,1.6545374058100943
336,training,33,defender,1.6063343323424575,1.600093281109204,1.5921176464917066,2.0122067857999157,2.011771006505131
337,training,33,forward,2.059045915653653,2.037771068746252,2.051229879279932,1.977131530104338,1.9820114436352783
338,training,33,goalkeeper,2.5440288359591023,2.5372539033244714,2.5246765522751535,2.0873553068671042,2.0751068022135524
339,training,33,midfielder,1.8522847554297284,1.8540449340392835,1.8575058539518865,1.6509450560111252,1.6516193008215327
340,training,34,defender,1.6163813521496218,1.609487483042824,1.5993397344311293,2.018149551149314,2.0175739691054613
341,training,34,forward,2.0604215704200777,2.0400538165733035,2.050791441821279,1.9747127435702578,1.9822548640398447
342,training,34,goalkeeper,2.5528743252954853,2.541948302926084,2.5319050965519274,2.087625129951663,2.0731396635329817
343,training,34,midfielder,1.842685159794224,1.8436979669623792,1.845306317455654,1.6377053282029927,1.6394730524790389
344,training,35,defender,1.6262016731323237,1.6142227567941394,1.6060588038277552,2.016124803096657,2.0199895993005166
345,training,35,forward,2.0631132024365226,2.042113896509978,2.0515768227180335,1.9760907227810058,1.972643659082944
346,training,35,goalkeeper,2.5372355730069778,2.528544495447444,2.516477384488469,2.07540569308976,2.0667878040642695
347,training,35,midfielder,1.8417851667860268,1.8448220060078395,1.847205392948299,1.6371482347899415,1.6398241988549862
348,training,36,defender,1.6240900205015878,1.614269765550034,1.6076334550045255,2.015451720574585,2.016319638194721
349,training,36,forward,2.0674541174468986,2.0478454101130437,2.058419931665614,1.9830510896265403,1.9874957967382292
350,training,36,goalkeeper,2.5378335980507702,2.5330102151001914,2.5201771768402446,2.0813368061752966,2.070225096584885
351,training,36,midfielder,1.8405475502553523,1.8448241737283217,1.8459920530240392,1.6364572198835234,1.639453199031633
352,training,37,defender,1.6201905338467697,1.6080355834642464,1.6029243863196712,2.00946840983095,2.0071870845248085
353,training,37,forward,2.064558464949092,2.043693411866742,2.050408217955659,1.9918234575131784,1.9903406844872251
354,training,37,goalkeeper,2.5420835007363802,2.536232790179773,2.525999982549938,2.092964578235635,2.081271492291636
355,training,37,midfielder,1.84389366173268,1.8501675851111898,1.8511034185749047,1.6417255610478934,1.6412578380937262
356,training,38,defender,1.616535678214105,1.6043708955266835,1.6014007115639624,2.0015486715933983,1.9958667343170664
357,training,38,forward,2.0598713010322487,2.040485286293876,2.04347977203715,1.9848345928715836,1.990356941275817
358,training,38,goalkeeper,2.5238983623392333,2.5186854782912245,2.5105144507185297,2.0790401903821407,2.0625268230953573
359,training,38,midfielder,1.839585658246762,1.8458725408820138,1.8474425001568888,1.638705515967417,1.6388709697234753
